bedrooms,bathrooms,toilets,parking_space,title,town,state,price
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,450000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,450000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,130000000.0
3.0,3.0,4.0,4.0,Block of Flats,Isolo,Lagos,65000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,140000000.0
6.0,6.0,6.0,5.0,Detached Duplex,Ikoyi,Lagos,1700000000.0
5.0,5.0,6.0,9.0,Detached Duplex,Ajah,Lagos,125000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,75000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,200000000.0
3.0,5.0,4.0,4.0,Terraced Duplexes,Lekki,Lagos,35000000.0
2.0,2.0,3.0,5.0,Terraced Bungalow,Lekki,Lagos,26000000.0
5.0,2.0,7.0,4.0,Detached Duplex,Ibeju Lekki,Lagos,107000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Ajah,Lagos,40000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ajah,Lagos,75000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,77000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ajah,Lagos,60000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,80000000.0
3.0,3.0,3.0,3.0,Detached Bungalow,Ikorodu,Lagos,16000000.0
2.0,2.0,2.0,8.0,Detached Bungalow,Ikorodu,Lagos,8500000.0
6.0,6.0,7.0,4.0,Detached Duplex,Alimosho,Lagos,95000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,135000000.0
5.0,5.0,6.0,2.0,Detached Duplex,Ikoyi,Lagos,550000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,125000000.0
4.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,60000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Ojodu,Lagos,49500000.0
4.0,5.0,5.0,4.0,Detached Duplex,Ajah,Lagos,50000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,90000000.0
5.0,5.0,6.0,4.0,Semi Detached Duplex,Lekki,Lagos,150000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,75000000.0
5.0,6.0,5.0,5.0,Detached Duplex,Lekki,Lagos,150000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Victoria Island (VI),Lagos,120000000.0
6.0,6.0,7.0,3.0,Detached Duplex,Lekki,Lagos,400000000.0
6.0,6.0,7.0,7.0,Detached Duplex,Lekki,Lagos,300000000.0
5.0,6.0,6.0,6.0,Detached Duplex,Lekki,Lagos,130000000.0
3.0,2.0,3.0,4.0,Terraced Duplexes,Ikorodu,Lagos,20000000.0
5.0,6.0,6.0,5.0,Detached Duplex,Lekki,Lagos,195000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,125000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,200000000.0
4.0,4.0,5.0,5.0,Semi Detached Duplex,Amuwo Odofin,Lagos,65000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,60000000.0
9.0,9.0,1.0,1.0,Detached Duplex,Isolo,Lagos,70000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,55000000.0
6.0,6.0,6.0,7.0,Detached Duplex,Magodo,Lagos,155000000.0
4.0,5.0,5.0,4.0,Block of Flats,Alimosho,Lagos,45000000.0
3.0,3.0,4.0,2.0,Terraced Bungalow,Ibeju,Lagos,15000000.0
9.0,9.0,1.0,1.0,Detached Duplex,Isolo,Lagos,70000000.0
1.0,2.0,2.0,1.0,Detached Bungalow,Mushin,Lagos,20000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,120000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,100000000.0
5.0,5.0,6.0,1.0,Detached Duplex,Ikoyi,Lagos,350000000.0
3.0,2.0,2.0,1.0,Block of Flats,Alimosho,Lagos,30000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,70000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,75000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,90000000.0
3.0,3.0,4.0,6.0,Detached Bungalow,Agege,Lagos,16000000.0
2.0,2.0,3.0,4.0,Detached Bungalow,Ojodu,Lagos,10000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Lekki,Lagos,73000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Ikoyi,Lagos,750000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,70000000.0
4.0,4.0,8.0,6.0,Detached Duplex,Ajah,Lagos,60000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,80000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,270000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,85000000.0
4.0,4.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,68000000.0
5.0,7.0,7.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
5.0,5.0,5.0,5.0,Detached Duplex,Lekki,Lagos,130000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,500000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,80000000.0
7.0,7.0,6.0,4.0,Detached Duplex,Ikeja,Lagos,700000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,160000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,110000000.0
4.0,5.0,5.0,4.0,Block of Flats,Alimosho,Lagos,55000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Lekki,Lagos,55000000.0
3.0,3.0,3.0,4.0,Terraced Duplexes,Lekki,Lagos,34500000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,240000000.0
1.0,2.0,2.0,3.0,Block of Flats,Lekki,Lagos,30000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Ikoyi,Lagos,1000000000.0
2.0,2.0,2.0,2.0,Detached Bungalow,Epe,Lagos,10000000.0
4.0,5.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,50000000.0
4.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,75000000.0
4.0,4.0,5.0,2.0,Semi Detached Duplex,Lekki,Lagos,75000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
5.0,5.0,6.0,4.0,Semi Detached Duplex,Lekki,Lagos,95000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,300000000.0
4.0,5.0,6.0,3.0,Terraced Duplexes,Yaba,Lagos,75000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Ikoyi,Lagos,450000000.0
1.0,5.0,5.0,4.0,Block of Flats,Yaba,Lagos,68000000.0
5.0,6.0,6.0,6.0,Detached Duplex,Lekki,Lagos,165000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,80000000.0
3.0,3.0,4.0,3.0,Terraced Duplexes,Ajah,Lagos,39000000.0
5.0,5.0,6.0,1.0,Detached Duplex,Lekki,Lagos,300000000.0
4.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,72000000.0
5.0,7.0,8.0,5.0,Detached Duplex,Lekki,Lagos,165000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Ikeja,Lagos,160000000.0
4.0,4.0,5.0,8.0,Detached Duplex,Lekki,Lagos,82000000.0
3.0,4.0,3.0,3.0,Detached Duplex,Lekki,Lagos,30000000.0
5.0,5.0,6.0,4.0,Terraced Duplexes,Lekki,Lagos,65000000.0
5.0,6.0,7.0,8.0,Detached Duplex,Lekki,Lagos,96000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,77000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,85000000.0
5.0,5.0,5.0,1.0,Detached Duplex,Lekki,Lagos,75000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,85000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,155000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ajah,Lagos,50000000.0
6.0,6.0,7.0,6.0,Detached Duplex,Ikoyi,Lagos,1300000000.0
4.0,4.0,4.0,4.0,Detached Duplex,Lekki,Lagos,70000000.0
4.0,5.0,5.0,3.0,Detached Duplex,Lekki,Lagos,127000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,60000000.0
5.0,5.0,6.0,7.0,Detached Duplex,Lekki,Lagos,145000000.0
8.0,8.0,8.0,4.0,Block of Flats,Ilupeju,Lagos,100000000.0
4.0,4.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,75000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,150000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,85000000.0
2.0,5.0,5.0,4.0,Block of Flats,Lekki,Lagos,27000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
5.0,6.0,6.0,7.0,Detached Duplex,Lekki,Lagos,145000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ajah,Lagos,75000000.0
4.0,4.0,5.0,5.0,Detached Duplex,Lekki,Lagos,85000000.0
3.0,3.0,4.0,4.0,Semi Detached Duplex,Ibeju Lekki,Lagos,30000000.0
5.0,6.0,7.0,4.0,Detached Duplex,Lekki,Lagos,260000000.0
3.0,3.0,4.0,1.0,Detached Bungalow,Ikotun,Lagos,25000000.0
4.0,4.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,76000000.0
4.0,4.0,5.0,5.0,Detached Duplex,Ajah,Lagos,55000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,110000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,100000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,135000000.0
3.0,3.0,4.0,2.0,Terraced Duplexes,Ajah,Lagos,40000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ajah,Lagos,80000000.0
3.0,5.0,5.0,4.0,Block of Flats,Ketu,Lagos,55000000.0
5.0,8.0,9.0,6.0,Detached Duplex,Ikoyi,Lagos,380000000.0
3.0,5.0,5.0,4.0,Block of Flats,Lekki,Lagos,20000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,130000000.0
6.0,6.0,6.0,4.0,Block of Flats,Ilupeju,Lagos,120000000.0
4.0,5.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,47000000.0
6.0,5.0,5.0,4.0,Detached Duplex,Ifako-Ijaiye,Lagos,60000000.0
4.0,4.0,3.0,2.0,Terraced Duplexes,Ikoyi,Lagos,160000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,35000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Ikoyi,Lagos,200000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ajah,Lagos,45000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
3.0,3.0,3.0,5.0,Detached Bungalow,Lekki,Lagos,18000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,270000000.0
5.0,5.0,6.0,4.0,Terraced Duplexes,Lekki,Lagos,120000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Ikoyi,Lagos,180000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,300000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Ajah,Lagos,65000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,280000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,140000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Victoria Island (VI),Lagos,130000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,48000000.0
4.0,5.0,5.0,4.0,Detached Bungalow,Lekki,Lagos,18000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,450000000.0
4.0,5.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,125000000.0
5.0,5.0,6.0,2.0,Detached Bungalow,Ikorodu,Lagos,25000000.0
6.0,6.0,7.0,4.0,Detached Duplex,Ojo,Lagos,50000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,80000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Ikeja,Lagos,200000000.0
4.0,4.0,5.0,2.0,Detached Duplex,Lekki,Lagos,80000000.0
6.0,6.0,7.0,6.0,Detached Duplex,Isheri North,Lagos,155000000.0
6.0,6.0,7.0,4.0,Detached Duplex,Victoria Island (VI),Lagos,450000000.0
3.0,3.0,3.0,4.0,Semi Detached Bungalow,Ajah,Lagos,30000000.0
4.0,4.0,4.0,1.0,Detached Bungalow,Ikorodu,Lagos,20200000.0
6.0,6.0,7.0,6.0,Detached Duplex,Ikoyi,Lagos,1300000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,150000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,65000000.0
3.0,3.0,4.0,2.0,Terraced Duplexes,Lekki,Lagos,30000000.0
3.0,3.0,4.0,1.0,Detached Bungalow,Ifako-Ijaiye,Lagos,12500000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,170000000.0
4.0,4.0,5.0,3.0,Detached Bungalow,Ajah,Lagos,72000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,75000000.0
5.0,4.0,6.0,4.0,Detached Duplex,Lekki,Lagos,95000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,95000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Isheri North,Lagos,50000000.0
6.0,5.0,5.0,4.0,Detached Duplex,Ikoyi,Lagos,900000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,250000000.0
3.0,3.0,4.0,1.0,Terraced Duplexes,Lekki,Lagos,65000000.0
5.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,67000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Ajah,Lagos,46000000.0
2.0,2.0,3.0,2.0,Block of Flats,Lekki,Lagos,33000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ikoyi,Lagos,170000000.0
3.0,4.0,4.0,4.0,Detached Bungalow,Ibeju Lekki,Lagos,30000000.0
3.0,3.0,4.0,4.0,Terraced Duplexes,Ajah,Lagos,65000000.0
4.0,4.0,4.0,4.0,Detached Duplex,Lekki,Lagos,60000000.0
7.0,7.0,9.0,1.0,Detached Duplex,Ikotun,Lagos,120000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,65000000.0
3.0,3.0,4.0,3.0,Detached Bungalow,Ifako-Ijaiye,Lagos,12500000.0
4.0,5.0,5.0,4.0,Detached Bungalow,Yaba,Lagos,35000000.0
4.0,4.0,4.0,4.0,Detached Duplex,Ajah,Lagos,65000000.0
9.0,1.0,9.0,9.0,Detached Duplex,Ojo,Lagos,50000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,300000000.0
3.0,3.0,4.0,1.0,Detached Bungalow,Ikorodu,Lagos,12000000.0
5.0,5.0,6.0,6.0,Semi Detached Duplex,Ibeju Lekki,Lagos,49000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Ajah,Lagos,45000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,75000000.0
6.0,5.0,5.0,4.0,Detached Duplex,Ikoyi,Lagos,1600000000.0
4.0,5.0,5.0,5.0,Detached Duplex,Ajah,Lagos,65000000.0
5.0,6.0,7.0,5.0,Detached Duplex,Ikeja,Lagos,80000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,300000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,58000000.0
3.0,3.0,4.0,3.0,Semi Detached Duplex,Ojodu,Lagos,45000000.0
3.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,37000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Magodo,Lagos,110000000.0
1.0,1.0,2.0,1.0,Block of Flats,Lekki,Lagos,160000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,95000000.0
5.0,5.0,6.0,8.0,Detached Duplex,Lekki,Lagos,400000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,190000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Ikeja,Lagos,110000000.0
3.0,3.0,3.0,4.0,Block of Flats,Ikoyi,Lagos,165000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ajah,Lagos,70000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Agege,Lagos,57000000.0
5.0,5.0,6.0,1.0,Detached Duplex,Ajah,Lagos,80000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,180000000.0
2.0,2.0,2.0,5.0,Detached Bungalow,Ikorodu,Lagos,25000000.0
6.0,6.0,7.0,4.0,Detached Duplex,Ikoyi,Lagos,1400000000.0
3.0,2.0,2.0,2.0,Detached Bungalow,Yaba,Lagos,40000000.0
3.0,3.0,4.0,3.0,Block of Flats,Lekki,Lagos,37000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,75000000.0
3.0,4.0,5.0,2.0,Terraced Duplexes,Ajah,Lagos,26500000.0
5.0,3.0,3.0,5.0,Detached Bungalow,Isolo,Lagos,35000000.0
6.0,7.0,7.0,4.0,Detached Duplex,Ikoyi,Lagos,1400000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,75000000.0
2.0,5.0,5.0,4.0,Detached Bungalow,Ajah,Lagos,15000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,200000000.0
2.0,3.0,3.0,2.0,Terraced Duplexes,Ajah,Lagos,35000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Lekki,Lagos,80000000.0
4.0,5.0,5.0,6.0,Detached Duplex,Lekki,Lagos,120000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ikeja,Lagos,126000000.0
4.0,5.0,5.0,4.0,Block of Flats,Ikoyi,Lagos,15000000000.0
5.0,5.0,5.0,4.0,Detached Bungalow,Lekki,Lagos,65000000.0
4.0,4.0,5.0,6.0,Detached Duplex,Lekki,Lagos,90000000.0
4.0,5.0,4.0,4.0,Semi Detached Duplex,Lekki,Lagos,76000000.0
3.0,2.0,3.0,3.0,Detached Bungalow,Ajah,Lagos,28000000.0
6.0,6.0,6.0,4.0,Block of Flats,Surulere,Lagos,78000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Lekki,Lagos,75000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,140000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,330000000.0
8.0,8.0,9.0,4.0,Detached Duplex,Lekki,Lagos,410000000.0
7.0,5.0,5.0,4.0,Detached Duplex,Victoria Island (VI),Lagos,500000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ajah,Lagos,75000000.0
5.0,6.0,7.0,6.0,Detached Duplex,Ikoyi,Lagos,320000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,60000000.0
5.0,6.0,6.0,1.0,Detached Duplex,Lekki,Lagos,198000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,150000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,85000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Magodo,Lagos,235000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Victoria Island (VI),Lagos,165000000.0
4.0,4.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,42000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,400000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,90000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,75000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,100000000.0
3.0,3.0,3.0,3.0,Terraced Bungalow,Ipaja,Lagos,18000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Magodo,Lagos,250000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Ikoyi,Lagos,260000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,75000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Ajah,Lagos,48000000.0
2.0,6.0,4.0,6.0,Detached Bungalow,Ikorodu,Lagos,16000000.0
5.0,6.0,6.0,8.0,Detached Duplex,Ajah,Lagos,60000000.0
2.0,5.0,5.0,4.0,Semi Detached Bungalow,Ikotun,Lagos,3000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,70000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Apapa,Lagos,85000000.0
5.0,5.0,6.0,7.0,Detached Duplex,Lekki,Lagos,120000000.0
4.0,4.0,5.0,7.0,Detached Duplex,Lekki,Lagos,120000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,95000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,160000000.0
4.0,4.0,5.0,2.0,Semi Detached Duplex,Lekki,Lagos,76000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Ikorodu,Lagos,25000000.0
5.0,5.0,6.0,8.0,Detached Duplex,Lekki,Lagos,98000000.0
3.0,3.0,4.0,3.0,Detached Bungalow,Surulere,Lagos,90000000.0
5.0,5.0,6.0,4.0,Semi Detached Duplex,Lekki,Lagos,165000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,75000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,70000000.0
3.0,3.0,4.0,2.0,Semi Detached Bungalow,Ibeju Lekki,Lagos,22207500.0
4.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,45000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Ibeju Lekki,Lagos,75000000.0
4.0,4.0,5.0,4.0,Block of Flats,Ikoyi,Lagos,390000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ikoyi,Lagos,190000000.0
2.0,5.0,5.0,4.0,Block of Flats,Ipaja,Lagos,22000000.0
5.0,5.0,6.0,5.0,Semi Detached Duplex,Ikoyi,Lagos,450000000.0
3.0,5.0,4.0,4.0,Terraced Duplexes,Ajah,Lagos,38000000.0
9.0,9.0,1.0,1.0,Detached Duplex,Isolo,Lagos,70000000.0
5.0,5.0,6.0,4.0,Detached Bungalow,Lekki,Lagos,300000000.0
2.0,2.0,3.0,2.0,Block of Flats,Ajah,Lagos,17800000.0
2.0,2.0,3.0,2.0,Block of Flats,Lekki,Lagos,29000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,90000000.0
4.0,4.0,4.0,6.0,Detached Duplex,Ikorodu,Lagos,32000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ajah,Lagos,60000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Ikeja,Lagos,85000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,165000000.0
2.0,2.0,3.0,4.0,Semi Detached Bungalow,Ibeju Lekki,Lagos,13000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Victoria Island (VI),Lagos,175000000.0
6.0,6.0,7.0,6.0,Detached Duplex,Ikoyi,Lagos,1300000000.0
4.0,4.0,5.0,4.0,Block of Flats,Ikoyi,Lagos,1500000.0
3.0,3.0,3.0,3.0,Terraced Duplexes,Lekki,Lagos,46000000.0
6.0,8.0,8.0,2.0,Detached Duplex,Victoria Island (VI),Lagos,500000000.0
5.0,6.0,7.0,5.0,Detached Duplex,Lekki,Lagos,60000000.0
4.0,4.0,5.0,6.0,Detached Duplex,Lekki,Lagos,49000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,180000000.0
5.0,5.0,6.0,8.0,Detached Duplex,Lekki,Lagos,300000000.0
5.0,5.0,6.0,6.0,Semi Detached Duplex,Ibeju Lekki,Lagos,49000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ajah,Lagos,61000000.0
4.0,4.0,5.0,5.0,Detached Duplex,Ajah,Lagos,80000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,125000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,80000000.0
4.0,5.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,46000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,350000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,350000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Ajah,Lagos,60000000.0
5.0,5.0,6.0,4.0,Terraced Duplexes,Victoria Island (VI),Lagos,330000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,350000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ajah,Lagos,95000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,75000000.0
4.0,4.0,4.0,4.0,Detached Duplex,Isheri North,Lagos,60000000.0
5.0,6.0,6.0,5.0,Detached Duplex,Ajah,Lagos,72000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,55000000.0
4.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,45000000.0
5.0,4.0,4.0,1.0,Detached Duplex,Alimosho,Lagos,35000000.0
5.0,5.0,5.0,6.0,Detached Duplex,Ikoyi,Lagos,850000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Ikeja,Lagos,50000000.0
6.0,7.0,6.0,7.0,Detached Duplex,Isheri North,Lagos,150000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Ajah,Lagos,45000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Ajah,Lagos,65000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ikeja,Lagos,250000000.0
5.0,6.0,6.0,5.0,Detached Duplex,Magodo,Lagos,185000000.0
5.0,5.0,6.0,7.0,Detached Duplex,Lekki,Lagos,75000000.0
4.0,5.0,6.0,3.0,Semi Detached Duplex,Lekki,Lagos,60000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,80000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,83000000.0
6.0,6.0,6.0,4.0,Detached Duplex,Isheri North,Lagos,135000000.0
3.0,3.0,4.0,2.0,Detached Duplex,Ibeju Lekki,Lagos,58800000.0
4.0,5.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,90000000.0
